*企業コード(Primary key),*従業員コード(Primary key),*従業員タイプコード,*従業員(姓)/(姓名),従業員(名前),*従業員 マイナンバー,本人確認書類,*生年月日,*被扶養者1 (生年月日),*被扶養者1 (姓)/(姓名),被扶養者1 (名前),*被扶養者1 マイナンバー,被扶養者1 確認書類,*被扶養者2 (生年月日),*被扶養者2 (姓)/(姓名),被扶養者2 (名前),*被扶養者2 マイナンバー,被扶養者2 本人確認書類,*被扶養者3 (生年月日),*被扶養者3 (姓)/(姓名),被扶養者3 (名前),*被扶養者3 マイナンバー,被扶養者3 確認書類,*被扶養者4 (生年月日),*被扶養者4 (姓)/(姓名),被扶養者4 (名前),*被扶養者4 マイナンバー,被扶養者4 確認書類,*被扶養者5 (生年月日),*被扶養者5 (姓)/(姓名),被扶養者5 (名前),*被扶養者5 マイナンバー,被扶養者5 確認書類,*被扶養者6 (生年月日),*被扶養者6 (姓)/(姓名),被扶養者6 (名前),*被扶養者6 マイナンバー,被扶養者6 本人確認書類,*被扶養者7 (生年月日),*被扶養者7 (姓)/(姓名),被扶養者7 (名前),*被扶養者7 マイナンバー,被扶養者7 確認書類,*被扶養者8 (生年月日),*被扶養者8 (姓)/(姓名),被扶養者8 (名前),*被扶養者8 マイナンバー,被扶養者8 確認書類,*被扶養者9 (生年月日),*被扶養者9 (姓)/(姓名),被扶養者9 (名前),*被扶養者9 マイナンバー,被扶養者9 確認書類,*被扶養者10 (生年月日),*被扶養者10 (姓)/(姓名),被扶養者10 (名前),*被扶養者10 マイナンバー,被扶養者10 確認書類,*被扶養者10 (生年月日),*被扶養者11 (姓)/(姓名),被扶養者11 (名前),*被扶養者11 マイナンバー,被扶養者11 確認書類,*被扶養者12 (生年月日),*被扶養者12 (姓)/(姓名),被扶養者12 (名前),*被扶養者12 マイナンバー,被扶養者12 本人確認書類,*被扶養者13 (生年月日),*被扶養者13 (姓)/(姓名),被扶養者13 (名前),*被扶養者13 マイナンバー,被扶養者13 確認書類,*被扶養者14 (生年月日),*被扶養者14 (姓)/(姓名),被扶養者14 (名前),*被扶養者14 マイナンバー,被扶養者14 確認書類,*被扶養者15 (生年月日),*被扶養者15 (姓)/(姓名),被扶養者15 (名前),*被扶養者15 マイナンバー,被扶養者15 確認書類,ー
A001,auser00011,1,姓11,姓名11,100000000011,本人確認書類,19000101,19000102,姓11,姓名11,200000000011,本人確認書類,19000103,姓11,姓名11,300000000011,本人確認書類,19000104,姓11,姓名11,400000000011,本人確認書類,19000105,姓11,姓名11,500000000011,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00012,1,姓12,姓名12,100000000012,本人確認書類,19000101,19000102,姓12,姓名12,200000000012,本人確認書類,19000103,姓12,姓名12,300000000012,本人確認書類,19000104,姓12,姓名12,400000000012,本人確認書類,19000105,姓12,姓名12,500000000012,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00013,1,姓13,姓名13,100000000013,本人確認書類,19000101,19000102,姓13,姓名13,200000000013,本人確認書類,19000103,姓13,姓名13,300000000013,本人確認書類,19000104,姓13,姓名13,400000000013,本人確認書類,19000105,姓13,姓名13,500000000013,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00014,1,姓14,姓名14,100000000014,本人確認書類,19000101,19000102,姓14,姓名14,200000000014,本人確認書類,19000103,姓14,姓名14,300000000014,本人確認書類,19000104,姓14,姓名14,400000000014,本人確認書類,19000105,姓14,姓名14,500000000014,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00015,1,姓15,姓名15,100000000015,本人確認書類,19000101,19000102,姓15,姓名15,200000000015,本人確認書類,19000103,姓15,姓名15,300000000015,本人確認書類,19000104,姓15,姓名15,400000000015,本人確認書類,19000105,姓15,姓名15,500000000015,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00016,1,姓16,姓名16,100000000016,本人確認書類,19000101,19000102,姓16,姓名16,200000000016,本人確認書類,19000103,姓16,姓名16,300000000016,本人確認書類,19000104,姓16,姓名16,400000000016,本人確認書類,19000105,姓16,姓名16,500000000016,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00017,1,姓17,姓名17,100000000017,本人確認書類,19000101,19000102,姓17,姓名17,200000000017,本人確認書類,19000103,姓17,姓名17,300000000017,本人確認書類,19000104,姓17,姓名17,400000000017,本人確認書類,19000105,姓17,姓名17,500000000017,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00018,1,姓18,姓名18,100000000018,本人確認書類,19000101,19000102,姓18,姓名18,200000000018,本人確認書類,19000103,姓18,姓名18,300000000018,本人確認書類,19000104,姓18,姓名18,400000000018,本人確認書類,19000105,姓18,姓名18,500000000018,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00019,1,姓19,姓名19,100000000019,本人確認書類,19000101,19000102,姓19,姓名19,200000000019,本人確認書類,19000103,姓19,姓名19,300000000019,本人確認書類,19000104,姓19,姓名19,400000000019,本人確認書類,19000105,姓19,姓名19,500000000019,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00020,1,姓20,姓名20,100000000020,本人確認書類,19000101,19000102,姓20,姓名20,200000000020,本人確認書類,19000103,姓20,姓名20,300000000020,本人確認書類,19000104,姓20,姓名20,400000000020,本人確認書類,19000105,姓20,姓名20,500000000020,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00021,1,姓21,姓名21,100000000021,本人確認書類,19000101,19000102,姓21,姓名21,200000000021,本人確認書類,19000103,姓21,姓名21,300000000021,本人確認書類,19000104,姓21,姓名21,400000000021,本人確認書類,19000105,姓21,姓名21,500000000021,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00022,1,姓22,姓名22,100000000022,本人確認書類,19000101,19000102,姓22,姓名22,200000000022,本人確認書類,19000103,姓22,姓名22,300000000022,本人確認書類,19000104,姓22,姓名22,400000000022,本人確認書類,19000105,姓22,姓名22,500000000022,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00023,1,姓23,姓名23,100000000023,本人確認書類,19000101,19000102,姓23,姓名23,200000000023,本人確認書類,19000103,姓23,姓名23,300000000023,本人確認書類,19000104,姓23,姓名23,400000000023,本人確認書類,19000105,姓23,姓名23,500000000023,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00024,1,姓24,姓名24,100000000024,本人確認書類,19000101,19000102,姓24,姓名24,200000000024,本人確認書類,19000103,姓24,姓名24,300000000024,本人確認書類,19000104,姓24,姓名24,400000000024,本人確認書類,19000105,姓24,姓名24,500000000024,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00025,1,姓25,姓名25,100000000025,本人確認書類,19000101,19000102,姓25,姓名25,200000000025,本人確認書類,19000103,姓25,姓名25,300000000025,本人確認書類,19000104,姓25,姓名25,400000000025,本人確認書類,19000105,姓25,姓名25,500000000025,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00026,1,姓26,姓名26,100000000026,本人確認書類,19000101,19000102,姓26,姓名26,200000000026,本人確認書類,19000103,姓26,姓名26,300000000026,本人確認書類,19000104,姓26,姓名26,400000000026,本人確認書類,19000105,姓26,姓名26,500000000026,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00027,1,姓27,姓名27,100000000027,本人確認書類,19000101,19000102,姓27,姓名27,200000000027,本人確認書類,19000103,姓27,姓名27,300000000027,本人確認書類,19000104,姓27,姓名27,400000000027,本人確認書類,19000105,姓27,姓名27,500000000027,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00028,1,姓28,姓名28,100000000028,本人確認書類,19000101,19000102,姓28,姓名28,200000000028,本人確認書類,19000103,姓28,姓名28,300000000028,本人確認書類,19000104,姓28,姓名28,400000000028,本人確認書類,19000105,姓28,姓名28,500000000028,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00029,1,姓29,姓名29,100000000029,本人確認書類,19000101,19000102,姓29,姓名29,200000000029,本人確認書類,19000103,姓29,姓名29,300000000029,本人確認書類,19000104,姓29,姓名29,400000000029,本人確認書類,19000105,姓29,姓名29,500000000029,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00030,1,姓30,姓名30,100000000030,本人確認書類,19000101,19000102,姓30,姓名30,200000000030,本人確認書類,19000103,姓30,姓名30,300000000030,本人確認書類,19000104,姓30,姓名30,400000000030,本人確認書類,19000105,姓30,姓名30,500000000030,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00031,1,姓31,姓名31,100000000031,本人確認書類,19000101,19000102,姓31,姓名31,200000000031,本人確認書類,19000103,姓31,姓名31,300000000031,本人確認書類,19000104,姓31,姓名31,400000000031,本人確認書類,19000105,姓31,姓名31,500000000031,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00032,1,姓32,姓名32,100000000032,本人確認書類,19000101,19000102,姓32,姓名32,200000000032,本人確認書類,19000103,姓32,姓名32,300000000032,本人確認書類,19000104,姓32,姓名32,400000000032,本人確認書類,19000105,姓32,姓名32,500000000032,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00033,1,姓33,姓名33,100000000033,本人確認書類,19000101,19000102,姓33,姓名33,200000000033,本人確認書類,19000103,姓33,姓名33,300000000033,本人確認書類,19000104,姓33,姓名33,400000000033,本人確認書類,19000105,姓33,姓名33,500000000033,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00034,1,姓34,姓名34,100000000034,本人確認書類,19000101,19000102,姓34,姓名34,200000000034,本人確認書類,19000103,姓34,姓名34,300000000034,本人確認書類,19000104,姓34,姓名34,400000000034,本人確認書類,19000105,姓34,姓名34,500000000034,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00035,1,姓35,姓名35,100000000035,本人確認書類,19000101,19000102,姓35,姓名35,200000000035,本人確認書類,19000103,姓35,姓名35,300000000035,本人確認書類,19000104,姓35,姓名35,400000000035,本人確認書類,19000105,姓35,姓名35,500000000035,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00036,1,姓36,姓名36,100000000036,本人確認書類,19000101,19000102,姓36,姓名36,200000000036,本人確認書類,19000103,姓36,姓名36,300000000036,本人確認書類,19000104,姓36,姓名36,400000000036,本人確認書類,19000105,姓36,姓名36,500000000036,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00037,1,姓37,姓名37,100000000037,本人確認書類,19000101,19000102,姓37,姓名37,200000000037,本人確認書類,19000103,姓37,姓名37,300000000037,本人確認書類,19000104,姓37,姓名37,400000000037,本人確認書類,19000105,姓37,姓名37,500000000037,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00038,1,姓38,姓名38,100000000038,本人確認書類,19000101,19000102,姓38,姓名38,200000000038,本人確認書類,19000103,姓38,姓名38,300000000038,本人確認書類,19000104,姓38,姓名38,400000000038,本人確認書類,19000105,姓38,姓名38,500000000038,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00039,1,姓39,姓名39,100000000039,本人確認書類,19000101,19000102,姓39,姓名39,200000000039,本人確認書類,19000103,姓39,姓名39,300000000039,本人確認書類,19000104,姓39,姓名39,400000000039,本人確認書類,19000105,姓39,姓名39,500000000039,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00040,1,姓40,姓名40,100000000040,本人確認書類,19000101,19000102,姓40,姓名40,200000000040,本人確認書類,19000103,姓40,姓名40,300000000040,本人確認書類,19000104,姓40,姓名40,400000000040,本人確認書類,19000105,姓40,姓名40,500000000040,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00041,1,姓41,姓名41,100000000041,本人確認書類,19000101,19000102,姓41,姓名41,200000000041,本人確認書類,19000103,姓41,姓名41,300000000041,本人確認書類,19000104,姓41,姓名41,400000000041,本人確認書類,19000105,姓41,姓名41,500000000041,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00042,1,姓42,姓名42,100000000042,本人確認書類,19000101,19000102,姓42,姓名42,200000000042,本人確認書類,19000103,姓42,姓名42,300000000042,本人確認書類,19000104,姓42,姓名42,400000000042,本人確認書類,19000105,姓42,姓名42,500000000042,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00043,1,姓43,姓名43,100000000043,本人確認書類,19000101,19000102,姓43,姓名43,200000000043,本人確認書類,19000103,姓43,姓名43,300000000043,本人確認書類,19000104,姓43,姓名43,400000000043,本人確認書類,19000105,姓43,姓名43,500000000043,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00044,1,姓44,姓名44,100000000044,本人確認書類,19000101,19000102,姓44,姓名44,200000000044,本人確認書類,19000103,姓44,姓名44,300000000044,本人確認書類,19000104,姓44,姓名44,400000000044,本人確認書類,19000105,姓44,姓名44,500000000044,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00045,1,姓45,姓名45,100000000045,本人確認書類,19000101,19000102,姓45,姓名45,200000000045,本人確認書類,19000103,姓45,姓名45,300000000045,本人確認書類,19000104,姓45,姓名45,400000000045,本人確認書類,19000105,姓45,姓名45,500000000045,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00046,1,姓46,姓名46,100000000046,本人確認書類,19000101,19000102,姓46,姓名46,200000000046,本人確認書類,19000103,姓46,姓名46,300000000046,本人確認書類,19000104,姓46,姓名46,400000000046,本人確認書類,19000105,姓46,姓名46,500000000046,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00047,1,姓47,姓名47,100000000047,本人確認書類,19000101,19000102,姓47,姓名47,200000000047,本人確認書類,19000103,姓47,姓名47,300000000047,本人確認書類,19000104,姓47,姓名47,400000000047,本人確認書類,19000105,姓47,姓名47,500000000047,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00048,1,姓48,姓名48,100000000048,本人確認書類,19000101,19000102,姓48,姓名48,200000000048,本人確認書類,19000103,姓48,姓名48,300000000048,本人確認書類,19000104,姓48,姓名48,400000000048,本人確認書類,19000105,姓48,姓名48,500000000048,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00049,1,姓49,姓名49,100000000049,本人確認書類,19000101,19000102,姓49,姓名49,200000000049,本人確認書類,19000103,姓49,姓名49,300000000049,本人確認書類,19000104,姓49,姓名49,400000000049,本人確認書類,19000105,姓49,姓名49,500000000049,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00050,1,姓50,姓名50,100000000050,本人確認書類,19000101,19000102,姓50,姓名50,200000000050,本人確認書類,19000103,姓50,姓名50,300000000050,本人確認書類,19000104,姓50,姓名50,400000000050,本人確認書類,19000105,姓50,姓名50,500000000050,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00051,1,姓51,姓名51,100000000051,本人確認書類,19000101,19000102,姓51,姓名51,200000000051,本人確認書類,19000103,姓51,姓名51,300000000051,本人確認書類,19000104,姓51,姓名51,400000000051,本人確認書類,19000105,姓51,姓名51,500000000051,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00052,1,姓52,姓名52,100000000052,本人確認書類,19000101,19000102,姓52,姓名52,200000000052,本人確認書類,19000103,姓52,姓名52,300000000052,本人確認書類,19000104,姓52,姓名52,400000000052,本人確認書類,19000105,姓52,姓名52,500000000052,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00053,1,姓53,姓名53,100000000053,本人確認書類,19000101,19000102,姓53,姓名53,200000000053,本人確認書類,19000103,姓53,姓名53,300000000053,本人確認書類,19000104,姓53,姓名53,400000000053,本人確認書類,19000105,姓53,姓名53,500000000053,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00054,1,姓54,姓名54,100000000054,本人確認書類,19000101,19000102,姓54,姓名54,200000000054,本人確認書類,19000103,姓54,姓名54,300000000054,本人確認書類,19000104,姓54,姓名54,400000000054,本人確認書類,19000105,姓54,姓名54,500000000054,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00055,1,姓55,姓名55,100000000055,本人確認書類,19000101,19000102,姓55,姓名55,200000000055,本人確認書類,19000103,姓55,姓名55,300000000055,本人確認書類,19000104,姓55,姓名55,400000000055,本人確認書類,19000105,姓55,姓名55,500000000055,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00056,1,姓56,姓名56,100000000056,本人確認書類,19000101,19000102,姓56,姓名56,200000000056,本人確認書類,19000103,姓56,姓名56,300000000056,本人確認書類,19000104,姓56,姓名56,400000000056,本人確認書類,19000105,姓56,姓名56,500000000056,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00057,1,姓57,姓名57,100000000057,本人確認書類,19000101,19000102,姓57,姓名57,200000000057,本人確認書類,19000103,姓57,姓名57,300000000057,本人確認書類,19000104,姓57,姓名57,400000000057,本人確認書類,19000105,姓57,姓名57,500000000057,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00058,1,姓58,姓名58,100000000058,本人確認書類,19000101,19000102,姓58,姓名58,200000000058,本人確認書類,19000103,姓58,姓名58,300000000058,本人確認書類,19000104,姓58,姓名58,400000000058,本人確認書類,19000105,姓58,姓名58,500000000058,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00059,1,姓59,姓名59,100000000059,本人確認書類,19000101,19000102,姓59,姓名59,200000000059,本人確認書類,19000103,姓59,姓名59,300000000059,本人確認書類,19000104,姓59,姓名59,400000000059,本人確認書類,19000105,姓59,姓名59,500000000059,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00060,1,姓60,姓名60,100000000060,本人確認書類,19000101,19000102,姓60,姓名60,200000000060,本人確認書類,19000103,姓60,姓名60,300000000060,本人確認書類,19000104,姓60,姓名60,400000000060,本人確認書類,19000105,姓60,姓名60,500000000060,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A001,auser00061,1,姓61,姓名61,100000000061,本人確認書類,19000101,19000102,姓61,姓名61,200000000061,本人確認書類,19000103,姓61,姓名61,300000000061,本人確認書類,19000104,姓61,姓名61,400000000061,本人確認書類,19000105,姓61,姓名61,500000000061,本人確認書類,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
